date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:38	183467/183467	---M--	200	added ('OK')	image/jpeg	etag:%222ccab-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home-quick4.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home-quick4.jpg	(from https://spacingtech.com/html/mitho/mitho/login-account.html)
12:30:39	156003/156003	---M--	200	added ('OK')	image/jpeg	etag:%2226163-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home-quick5.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home-quick5.jpg	(from https://spacingtech.com/html/mitho/mitho/login-account.html)
12:30:39	288019/288019	---M--	200	added ('OK')	text/html	etag:%2246513-62c39a6797680%22	https://spacingtech.com/html/mitho/mitho/cart-empty.html	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/cart-empty.html	(from https://spacingtech.com/html/mitho/mitho/login-account.html)
12:30:39	443085/443085	---M--	200	added ('OK')	image/jpeg	etag:%226c2cd-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-slider-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-slider-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:39	59248/59248	---M--	200	added ('OK')	image/jpeg	etag:%22e770-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:40	492151/492151	---M--	200	added ('OK')	image/jpeg	etag:%2278277-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-slider-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-slider-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:40	44156/44156	---M--	200	added ('OK')	image/jpeg	etag:%22ac7c-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:40	500697/500697	---M--	200	added ('OK')	image/jpeg	etag:%227a3d9-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-slider-3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-slider-3.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:40	45695/45695	---M--	200	added ('OK')	image/jpeg	etag:%22b27f-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home1-mobile-slider-3.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:40	79848/79848	---M--	200	added ('OK')	image/jpeg	etag:%22137e8-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/banner/home1-banner-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/home1-banner-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:41	120069/120069	---M--	200	added ('OK')	image/jpeg	etag:%221d505-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/banner/home1-banner-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/home1-banner-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:41	279601/279601	---M--	200	added ('OK')	image/jpeg	etag:%2244431-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:41	364534/364534	---M--	200	added ('OK')	image/jpeg	etag:%2258ff6-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:41	244368/244368	---M--	200	added ('OK')	image/jpeg	etag:%223ba90-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-3.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:42	184948/184948	---M--	200	added ('OK')	image/jpeg	etag:%222d274-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-4.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-4.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:42	251651/251651	---M--	200	added ('OK')	image/jpeg	etag:%223d703-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-5.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-5.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:42	239057/239057	---M--	200	added ('OK')	image/jpeg	etag:%223a5d1-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-6.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-6.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:42	248183/248183	---M--	200	added ('OK')	image/jpeg	etag:%223c977-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-7.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-7.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:42	279666/279666	---M--	200	added ('OK')	image/jpeg	etag:%2244472-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-8.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-8.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:43	205802/205802	---M--	200	added ('OK')	image/jpeg	etag:%22323ea-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-9.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-9.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:43	168995/168995	---M--	200	added ('OK')	image/jpeg	etag:%2229423-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-10.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-10.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:43	338618/338618	---M--	200	added ('OK')	image/jpeg	etag:%2252aba-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-11.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-11.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:43	339809/339809	---M--	200	added ('OK')	image/jpeg	etag:%2252f61-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-12.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-12.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:44	137626/137626	---M--	200	added ('OK')	image/jpeg	etag:%222199a-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-13.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-13.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:44	125267/125267	---M--	200	added ('OK')	image/jpeg	etag:%221e953-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-14.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-14.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:44	225353/225353	---M--	200	added ('OK')	image/jpeg	etag:%2237049-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-15.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-15.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:44	200612/200612	---M--	200	added ('OK')	image/jpeg	etag:%2230fa4-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-16.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-16.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:45	244816/244816	---M--	200	added ('OK')	image/jpeg	etag:%223bc50-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-17.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-17.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:45	146846/146846	---M--	200	added ('OK')	image/jpeg	etag:%2223d9e-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-18.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-18.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:45	223655/223655	---M--	200	added ('OK')	image/jpeg	etag:%22369a7-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-19.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-19.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:45	137772/137772	---M--	200	added ('OK')	image/jpeg	etag:%2221a2c-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/product/home1-pro-20.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home1-pro-20.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:45	427922/427922	---M--	200	added ('OK')	image/jpeg	etag:%2268792-62a9278e30680%22	https://spacingtech.com/html/mitho/mitho/img/banner/history-banner1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/history-banner1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:46	258155/258155	---M--	200	added ('OK')	image/jpeg	etag:%223f06b-62a9278e30680%22	https://spacingtech.com/html/mitho/mitho/img/banner/history-banner2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/history-banner2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:46	23989/23989	---M--	200	added ('OK')	image/png	etag:%225db5-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/testi/home1-test-3.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/testi/home1-test-3.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:46	24793/24793	---M--	200	added ('OK')	image/png	etag:%2260d9-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/testi/home1-test-1.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/testi/home1-test-1.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:46	20921/20921	---M--	200	added ('OK')	image/png	etag:%2251b9-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/testi/home1-test-2.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/testi/home1-test-2.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:46	22098/22098	---M--	200	added ('OK')	image/png	etag:%225652-62a8e9896b480%22	https://spacingtech.com/html/mitho/mitho/img/testi/home1-test-4.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/testi/home1-test-4.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:47	107896/107896	---M--	200	added ('OK')	image/jpeg	etag:%221a578-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog1.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:47	82633/82633	---M--	200	added ('OK')	image/jpeg	etag:%22142c9-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog2.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:47	144057/144057	---M--	200	added ('OK')	image/jpeg	etag:%22232b9-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog3.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:47	170015/170015	---M--	200	added ('OK')	image/jpeg	etag:%222981f-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog4.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog4.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:48	176714/176714	---M--	200	added ('OK')	image/jpeg	etag:%222b24a-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog5.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog5.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:48	136260/136260	---M--	200	added ('OK')	image/jpeg	etag:%2221444-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog6.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog6.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:48	157545/157545	---M--	200	added ('OK')	image/jpeg	etag:%2226769-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog7.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog7.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:48	73755/73755	---M--	200	added ('OK')	image/jpeg	etag:%221201b-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/blog/home1-blog8.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/blog/home1-blog8.jpg	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:48	5738/5738	---M--	200	added ('OK')	image/png	etag:%22166a-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo1.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo1.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:49	5949/5949	---M--	200	added ('OK')	image/png	etag:%22173d-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo2.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo2.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:49	5663/5663	---M--	200	added ('OK')	image/png	etag:%22161f-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo3.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo3.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:49	6222/6222	---M--	200	added ('OK')	image/png	etag:%22184e-62aa65a688180%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo4.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo4.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:49	6078/6078	---M--	200	added ('OK')	image/png	etag:%2217be-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo5.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo5.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:49	5461/5461	---M--	200	added ('OK')	image/png	etag:%221555-62a8e98783000%22	https://spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo6.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/brand-logo/home1-brand-logo6.png	(from https://spacingtech.com/html/mitho/mitho/index.html)
12:30:50	301/301	---M--	200	added ('OK')	image/svg+xml	etag:%2212d-5dbeaa1dd0500%22	https://spacingtech.com/html/mitho/mitho/img/favicon/favicon2.svg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/favicon/favicon2.svg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:50	161569/161569	---M--	200	added ('OK')	text/css	etag:%2227721-62cf1c610e380%22	https://spacingtech.com/html/mitho/mitho/css/style2.css	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/css/style2.css	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:50	5279/5279	---M--	200	added ('OK')	image/png	etag:%22149f-5d734944e8b80%22	https://spacingtech.com/html/mitho/mitho/img/logo/logo2.png	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/logo/logo2.png	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:50	46374/46374	---M--	200	added ('OK')	image/jpeg	etag:%22b526-5dd91f0d46100%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-shopbanner-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-shopbanner-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:51	60100/60100	---M--	200	added ('OK')	image/jpeg	etag:%22eac4-5dd925b489380%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-shopbanner-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-shopbanner-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:51	5550/5550	---M--	200	added ('OK')	image/jpeg	etag:%2215ae-5ff316e62c380%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:51	6636/6636	---M--	200	added ('OK')	image/jpeg	etag:%2219ec-5ff3170c51d80%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:51	5619/5619	---M--	200	added ('OK')	image/jpeg	etag:%2215f3-5ff3171d7c600%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner3.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:52	6055/6055	---M--	200	added ('OK')	image/jpeg	etag:%2217a7-5ff317345fc00%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner4.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner4.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:52	6006/6006	---M--	200	added ('OK')	image/jpeg	etag:%221776-5ff317495ad80%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner5.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner5.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:52	6144/6144	---M--	200	added ('OK')	image/jpeg	etag:%221800-5ff31769c7a00%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner6.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner6.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:53	7381/7381	---M--	200	added ('OK')	image/jpeg	etag:%221cd5-5ff3178293480%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner7.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner7.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:53	6030/6030	---M--	200	added ('OK')	image/jpeg	etag:%22178e-5ff3179f2f800%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner8.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-pro-banner8.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:53	112302/112302	---M--	200	added ('OK')	image/jpeg	etag:%221b6ae-5dd92abbff100%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-collection1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-collection1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:53	93376/93376	---M--	200	added ('OK')	image/jpeg	etag:%2216cc0-5dd92f13fb080%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-collection2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-collection2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:54	107965/107965	---M--	200	added ('OK')	image/jpeg	etag:%221a5bd-5dd92d986b100%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-collection3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-collection3.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:54	66510/66510	---M--	200	added ('OK')	image/jpeg	etag:%22103ce-5dd926846fe00%22	https://spacingtech.com/html/mitho/mitho/img/menu/home2-blog-banner.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/menu/home2-blog-banner.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:54	129452/129452	---M--	200	added ('OK')	image/jpeg	etag:%221f9ac-5ff3159492700%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-slider1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-slider1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:54	56542/56542	---M--	200	added ('OK')	image/jpeg	etag:%22dcde-5ff3162770180%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:54	131297/131297	---M--	200	added ('OK')	image/jpeg	etag:%22200e1-5ff315cfb3280%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-slider2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-slider2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:55	69803/69803	---M--	200	added ('OK')	image/jpeg	etag:%22110ab-5dd922c6f2b00%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:55	87438/87438	---M--	200	added ('OK')	image/jpeg	etag:%221558e-5dd922ed18500%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-slider3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-slider3.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:55	57575/57575	---M--	200	added ('OK')	image/jpeg	etag:%22e0e7-5ff31608eb980%22	https://spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/slider/home2-mobslider3.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:55	25166/25166	---M--	200	added ('OK')	image/jpeg	etag:%22624e-5d4581c444500%22	https://spacingtech.com/html/mitho/mitho/img/banner/home2-banner-1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/home2-banner-1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:56	21955/21955	---M--	200	added ('OK')	image/jpeg	etag:%2255c3-5d4581c444500%22	https://spacingtech.com/html/mitho/mitho/img/banner/home2-banner-2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/banner/home2-banner-2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:56	198535/198535	---M--	200	added ('OK')	image/jpeg	etag:%2230787-5ff317f31be00%22	https://spacingtech.com/html/mitho/mitho/img/product/home2-p1.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home2-p1.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:56	290732/290732	---M--	200	added ('OK')	image/jpeg	etag:%2246fac-5ff31809ff400%22	https://spacingtech.com/html/mitho/mitho/img/product/home2-p2.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home2-p2.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:56	232568/232568	---M--	200	added ('OK')	image/jpeg	etag:%2238c78-5ff318269b780%22	https://spacingtech.com/html/mitho/mitho/img/product/home2-p3.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home2-p3.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
12:30:56	279525/279525	---M--	200	added ('OK')	image/jpeg	etag:%22443e5-5ff31837c6000%22	https://spacingtech.com/html/mitho/mitho/img/product/home2-p4.jpg	C:/My%20Web%20Sites/Coffee%20shop/spacingtech.com/html/mitho/mitho/img/product/home2-p4.jpg	(from https://spacingtech.com/html/mitho/mitho/index-2.html)
